"Área";"Responsável";"Indicador";"Impacto DIRETO";"Tipo N";"Meta";"Resultado";"Mês texto";"Ano";"Status";"Comentários";"Ações"

"Pessoas";"Laura Thais";"Percentual de Turnover Mês​";"Carteira Biza";"N2/N3";"S/ Meta";"0.0112359550561798";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Percentual de Turnover Mês​";"Carteira Biza";"N2/N3";"S/ Meta";"0.0106382978723404";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Percentual de Turnover Mês​";"Carteira Biza";"N2/N3";"S/ Meta";"0.00526315789473684";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Percentual de Turnover Mês​";"Carteira Biza";"N2/N3";"S/ Meta";"0.015625";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Percentual de Turnover Mês​";"Carteira Biza";"N2/N3";"S/ Meta";"0.0212765957446809";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Percentual de Turnover Mês​";"Carteira Biza";"N2/N3";"S/ Meta";"0.03";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Percentual de Turnover Mês​";"Carteira Biza";"N2/N3";"S/ Meta";"0.04";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Percentual de Turnover Mês​";"Carteira Biza";"N2/N3";"S/ Meta";"0.0306122448979592";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0409";"Janeiro";"2025";"Ñ Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0259";"Fevereiro";"2025";"Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0284";"Março";"2025";"Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0398";"Abril";"2025";"Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0353";"Maio";"2025";"Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0416";"Junho";"2025";"Ñ Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0485";"Julho";"2025";"Ñ Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0394";"Agosto";"2025";"Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0435";"Setembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0506";"Outubro";"2025";"Ñ Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.0227";"Novembro";"2025";"Atingido";"N/A";"N/A"

"Pessoas";"Laura Thais";"Absenteísmo Mês";"Salário Variável";"N2/N3";"0.04";"0.027";"Dezembro";"2025";"Atingido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Março";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Pessoas";"Fernando Tryferis";"Quadro colaboradores BIZA";"Informativo";"N2";"S/ Meta";"S/ Meta";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"0";"Janeiro";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"81.9000819000819";"Fevereiro";"2025";"Ñ Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"88.261253309797";"Março";"2025";"Ñ Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"44.5632798573975";"Abril";"2025";"Ñ Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"0";"Maio";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"178.25311942959";"Junho";"2025";"Ñ Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"89.126559714795";"Julho";"2025";"Ñ Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"0";"Agosto";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"43.7062937062937";"Setembro";"2025";"Ñ Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"42.0875420875421";"Outubro";"2025";"Ñ Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"0";"Novembro";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Frequência​";"Assiduidade";"N3";"40";"0";"Dezembro";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"0";"Janeiro";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"0";"Fevereiro";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"0";"Março";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"0";"Abril";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"0";"Maio";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"165.158695964383";"Junho";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"333.951762523191";"Julho";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"461.605300314978";"Agosto";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"516.858274562844";"Setembro";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"463.645029898605";"Outubro";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"421.094057457694";"Novembro";"2025";"Atingido";"N/A";"N/A"

"SST";"Elcio Pase";"Taxa de Gravidade";"Assiduidade";"N3";"1000";"386.309480828941";"Dezembro";"2025";"Atingido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"102028.1975";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"158204.9165";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"122099.73409";"Março";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"105859.0592";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"140313.7307";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"124831.9544";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"183068.3595";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"137537.3632";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"219640.737";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"205268.6956";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"142280.115";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens industrializados por mês​";"Carteira Biza";"N3";"S/ Meta";"147048.6093";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"11186.32";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"2444";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"17112.5";"Março";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"0";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"5000";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"0";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"81";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"10600";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"7800";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"9836";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"4760";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Terceiros";"Leonard Robert";"Valor total de itens terceirização por mês";"Carteira Biza";"N3";"S/ Meta";"1292";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"3915839.24";"3790113.4";"Janeiro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"3944349.73";"3306790.45";"Fevereiro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4133588.31";"4402137.05";"Março";"2025";"Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4355134.72";"3751942.04";"Abril";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4538314.32";"3805620.81";"Maio";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4695382.68";"3242643.13";"Junho";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4900262.74";"3934176.64";"Julho";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4918337.68";"3717144.38";"Agosto";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4827276.17";"3403251.72";"Setembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4764705.89";"2984004.11";"Outubro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4341484.13";"2660053.46";"Novembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de venda Marca BIZA";"Carteira Biza";"N2/N3";"4253334.61";"4059436.28";"Dezembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Março";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza por Segmento";"Carteira Biza";"N2/N3";"S/ Meta";"S/ Meta";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3571823.21";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3306790.45";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"4402137.05";"Março";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3751942.04";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3805620.81";"Maio";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3242643.13";"Junho";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3934176.64";"Julho";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3717144.38";"Agosto";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"3403251.72";"Setembro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"2984004.11";"Outubro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"2660053.46";"Novembro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Vendas Marca Biza (Últimos 3 anos)";"Carteira Biza";"N2/N3";"S/ Meta";"4059436.28";"Dezembro";"2025";"Indefinido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0698996464489671";"Janeiro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0541152856277147";"Fevereiro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0635752017373517";"Março";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0617478185384333";"Abril";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0573103027492803";"Maio";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0559096222660179";"Junho";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0606576150257992";"Julho";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0495514606967007";"Agosto";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0564571927953475";"Setembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0390759506586593";"Outubro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0493667837408269";"Novembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Percentual de vendas marca BIZA";"Carteira Biza";"N2/N3";"0.08";"0.0868700732965355";"Dezembro";"2025";"Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"5477960";"Janeiro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"5320192.05";"Fevereiro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"4465966.78";"Março";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"4151850.87";"Abril";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"4733424.75";"Maio";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"5661182.56";"Junho";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"5552161.78";"Julho";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"5959589.95";"Agosto";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"5995263.78";"Setembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"5848530.31";"Outubro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"6171812.33";"Novembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Vendas BIZA";"Messias";"Valores de Pedidos em Carteira";"Carteira Biza";"N2/N3";"7500000";"5822908.54";"Dezembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0045";"0.00235552576977786";"Janeiro";"2025";"Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0045";"0.00457133810687461";"Fevereiro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00430970112440996";"Março";"2025";"Ñ Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.0030010455145311";"Abril";"2025";"Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00293161843161785";"Maio";"2025";"Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00326845366045284";"Junho";"2025";"Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00189752035719629";"Julho";"2025";"Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00347843409188867";"Agosto";"2025";"Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00800041786610721";"Setembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00635119258281224";"Outubro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00716824250518807";"Novembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Interno";"Prazo de Entrega";"N2/N3";"0.0041";"0.00560560907748789";"Dezembro";"2025";"Ñ Atingido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Estratificado";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Janeiro";"2025";"Indefinido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Estratificado";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Fevereiro";"2025";"Indefinido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Estratificado";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Março";"2025";"Indefinido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Estratificado";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Abril";"2025";"Indefinido";"N/A";"N/A"

"Gerência Fabril";"Ricardo";"Refugo​ Estratificado";"Prazo de Entrega";"N2/N3";"S/ Meta";"S/ Meta";"Maio";"2025";"Indefinido";"N/A";"N/A"

